scientificName,decimalLatitude,decimalLongitude,dataset_id,date
Bryopsis plumosa,41.6341209412,-70.9207229614,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000
Bryopsis plumosa,41.6213111877,-71.4113235474,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ulva compressa,41.7385787964,-70.6262283325,4da23d30-af8d-48f3-977a-4e24394e2e8c,2007
Ulva lactuca,41.28267,-72.01578,0c59dc30-4b06-4572-addc-155042f81fd0,2010
Ulva lactuca,41.6213111877,-71.4113235474,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ulva lactuca,41.5224685669,-70.6672668457,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ulva lactuca,41.0328483582,-73.5344772339,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ulva lactuca,41.28267,-72.01578,0c59dc30-4b06-4572-addc-155042f81fd0,2010
Ulva lactuca,41.5699996948,-70.9300003052,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,1907
Ulva lactuca,41.31593,-72.06213,0c59dc30-4b06-4572-addc-155042f81fd0,2010
Ulva lactuca,41.8171081543,-71.3882369995,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000
Ulva lactuca,40.9426803589,-72.5702285767,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ulva lactuca,41.7385787964,-70.6262283325,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ulva lactuca,41.3600006104,-70.8300018311,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,1904
Ulva lactuca,41.4900817871,-71.3232269287,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ulva lactuca,41.3466796875,-71.967956543,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ulva lactuca,41.5788002014,-71.3202514648,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000
Ulva lactuca,41.4500007629,-70.8199996948,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,1905
Ulva lactuca,41.7385787964,-70.6262283325,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000
Ulva lactuca,41.6399993896,-70.8000030518,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,1907
Ulva lactuca,41.3155,-72.03669,0c59dc30-4b06-4572-addc-155042f81fd0,2010
Ulva lactuca,40.6455001831,-74.1016464233,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ulva lactuca,41.6213111877,-71.4113235474,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ulva lactuca,41.5224685669,-70.6672668457,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ulva lactuca,41.4946212769,-71.3963165283,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000
Ulva lactuca,41.31555,-72.03666,0c59dc30-4b06-4572-addc-155042f81fd0,2010
Ulva lactuca,41.5686988831,-71.4484481812,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000
Ulva lactuca,40.9426803589,-72.5702285767,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ulva lactuca,41.6341209412,-70.9207229614,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000
Ulva lactuca,41.5900001526,-70.8799972534,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,1904
Ulva lactuca,41.31593,-72.06213,0c59dc30-4b06-4572-addc-155042f81fd0,2010
Ulva lactuca,41.2116508484,-73.0508270264,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ulva lactuca,41.5055007935,-71.3253479004,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000
Ulva lactuca,41.28267,-72.01578,0c59dc30-4b06-4572-addc-155042f81fd0,2010
Ulva lactuca,40.9426803589,-72.5702285767,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ulva lactuca,41.31593,-72.06213,0c59dc30-4b06-4572-addc-155042f81fd0,2010
Ulva lactuca,41.5788002014,-71.3202514648,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000
Ulva lactuca,41.5224685669,-70.6672668457,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ulva lactuca,41.28267,-72.01578,0c59dc30-4b06-4572-addc-155042f81fd0,2010
Ulva lactuca,41.4500007629,-70.8199996948,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,1905
Ulva lactuca,41.7385787964,-70.6262283325,4da23d30-af8d-48f3-977a-4e24394e2e8c,2007
Ulva lactuca,41.4900817871,-71.3232269287,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ulva lactuca,41.7385787964,-70.6262283325,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ulva lactuca,41.6824798584,-71.3011703491,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000
Ulva lactuca,41.6498374939,-71.2565765381,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000
Ulva lactuca,41.1122817993,-72.3581085205,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ulva lactuca,41.7519989014,-71.3539962769,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000
Ulva lactuca,41.31593,-72.06213,0c59dc30-4b06-4572-addc-155042f81fd0,2010
Ulva lactuca,40.5363883972,-74.1330032349,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ulva lactuca,41.28267,-72.01578,0c59dc30-4b06-4572-addc-155042f81fd0,2010
Ulva lactuca,41.7764587402,-71.3893127441,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000
Ulva lactuca,41.3499984741,-70.8300018311,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,1904
Ulva lactuca,41.5900001526,-70.8799972534,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,1904
Ulva lactuca,41.3499984741,-70.8300018311,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,1904
Ulva lactuca,41.5136184692,-71.0769271851,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000
Ulva lactuca,41.28267,-72.01578,0c59dc30-4b06-4572-addc-155042f81fd0,2010
Ulva lactuca,41.7061195374,-71.1632537842,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000
Ulva lactuca,41.6213111877,-71.4113235474,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ulva lactuca,41.5699996948,-70.9300003052,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,1907
Ulva lactuca,41.28267,-72.01578,0c59dc30-4b06-4572-addc-155042f81fd0,2010
Ulva lactuca,40.9426803589,-72.5702285767,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ulva lactuca,41.7385787964,-70.6262283325,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ulva lactuca,40.7052497864,-74.0024032593,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ulva lactuca,41.5136184692,-71.0769271851,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ulva lactuca,41.5224685669,-70.6672668457,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000
Ulva lactuca,41.31593,-72.06213,0c59dc30-4b06-4572-addc-155042f81fd0,2010
Ulva lactuca,41.640499115,-71.341003418,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000
Ulva lactuca,41.3600006104,-70.8300018311,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,1904
Ulva lactuca,41.4900817871,-71.3232269287,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ulva lactuca,41.31572,-72.03662,0c59dc30-4b06-4572-addc-155042f81fd0,2010
Ulva lactuca,41.6399993896,-70.8000030518,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,1907
Ulva lactuca,41.31572,-72.03662,0c59dc30-4b06-4572-addc-155042f81fd0,2010
Ulva linza,40.7052497864,-74.0024032593,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ulva linza,35.68985,-73.99597,805f5624-1265-4447-836d-881c857f11c0,1960
Ulva linza,41.7385787964,-70.6262283325,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000
Ulva linza,40.5363883972,-74.1330032349,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ulva linza,35.68985,-73.99597,805f5624-1265-4447-836d-881c857f11c0,1991
Ulva linza,41.4900817871,-71.3232269287,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ulva linza,41.4900817871,-71.3232269287,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ulva linza,35.68985,-73.99597,805f5624-1265-4447-836d-881c857f11c0,1991
Ulva rigida,35.68985,-73.99597,805f5624-1265-4447-836d-881c857f11c0,1991
Halichondria (Halichondria) bowerbanki,41.6824798584,-71.3011703491,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000
Halichondria (Halichondria) bowerbanki,41.6199989319,-70.6399993896,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,1905
Halichondria (Halichondria) bowerbanki,41.7385787964,-70.6262283325,4da23d30-af8d-48f3-977a-4e24394e2e8c,2007
Halichondria (Halichondria) bowerbanki,41.6213111877,-71.4113235474,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Halichondria (Halichondria) bowerbanki,40.3699989319,-68.503326416,89e23fc8-3f61-4480-9de3-358fe6eefe0b,1982
Halichondria (Halichondria) bowerbanki,41.3466796875,-71.967956543,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Halichondria (Halichondria) bowerbanki,41.4099998474,-70.9499969482,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,1905
Halichondria (Halichondria) bowerbanki,41.5055007935,-71.3253479004,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000
Halichondria (Halichondria) bowerbanki,41.3466796875,-71.967956543,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Halichondria (Halichondria) bowerbanki,40.5363883972,-74.1330032349,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Halichondria (Halichondria) bowerbanki,41.6199989319,-70.6399993896,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,1905
Halichondria (Halichondria) bowerbanki,41.0328483582,-73.5344772339,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Halichondria (Halichondria) bowerbanki,41.4399986267,-70.8099975586,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,1904
Halichondria (Halichondria) bowerbanki,41.5200004578,-70.6900024414,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,1905
Halichondria (Halichondria) bowerbanki,40.7052497864,-74.0024032593,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Halichondria (Halichondria) bowerbanki,41.5224685669,-70.6672668457,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Halichondria (Halichondria) bowerbanki,41.5600013733,-70.6500015259,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,1905
Halichondria (Halichondria) bowerbanki,41.6213111877,-71.4113235474,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Halichondria (Halichondria) bowerbanki,41.6213111877,-71.4113235474,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000
Halichondria (Halichondria) bowerbanki,37.608214,-75.685974,c5687a17-e454-40f9-9a4b-d04b2c812d74,2018
Halichondria (Halichondria) bowerbanki,41.4900817871,-71.3232269287,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Halichondria (Halichondria) bowerbanki,41.7764587402,-71.3893127441,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000
Halichondria (Halichondria) bowerbanki,41.5788002014,-71.3202514648,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000
Halichondria (Halichondria) bowerbanki,41.2116508484,-73.0508270264,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Halichondria (Halichondria) bowerbanki,41.6498374939,-71.2565765381,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000
Halichondria (Halichondria) bowerbanki,40.9426803589,-72.5702285767,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Halichondria (Halichondria) bowerbanki,41.5600013733,-70.6500015259,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,1905
Halichondria (Halichondria) bowerbanki,41.7385787964,-70.6262283325,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Halichondria (Halichondria) bowerbanki,41.7519989014,-71.3539962769,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000
Halichondria (Halichondria) bowerbanki,41.4399986267,-70.8099975586,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,1904
Halichondria (Halichondria) bowerbanki,41.5136184692,-71.0769271851,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Halichondria (Halichondria) bowerbanki,41.6213111877,-71.4113235474,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Halichondria (Halichondria) bowerbanki,40.65832901,-67.8166732788,89e23fc8-3f61-4480-9de3-358fe6eefe0b,1982
Halichondria (Halichondria) bowerbanki,41.5200004578,-70.6900024414,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,1905
Halichondria (Halichondria) bowerbanki,41.5686988831,-71.4484481812,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000
Halichondria (Halichondria) bowerbanki,41.4099998474,-70.9499969482,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,1905
Halichondria (Halichondria) bowerbanki,41.5686988831,-71.4484481812,4da23d30-af8d-48f3-977a-4e24394e2e8c,2000
Haliclona (Rhizoniera) canaliculata,35.34167099,-75.3583297729,89e23fc8-3f61-4480-9de3-358fe6eefe0b,1980
Ectopleura larynx,41.7385787964,-70.6262283325,4da23d30-af8d-48f3-977a-4e24394e2e8c,2007
Ectopleura larynx,41.5200004578,-70.6800003052,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,1905
Ectopleura larynx,39.2533302307,-74.1533279419,89e23fc8-3f61-4480-9de3-358fe6eefe0b,1975
Ectopleura larynx,40.7052497864,-74.0024032593,4da23d30-af8d-48f3-977a-4e24394e2e8c,2003
Ectopleura larynx,41.5256690979,-70.6712722778,4da23d30-af8d-48f3-977a-4e24394e2e8c,2007
Ectopleura larynx,41.4500007629,-70.7799987793,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,1904
Ectopleura larynx,41.5200004578,-70.6800003052,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,1905
Ectopleura larynx,41.5430603027,-70.9122161865,89e23fc8-3f61-4480-9de3-358fe6eefe0b,1909
Ectopleura larynx,41.4500007629,-70.7799987793,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,1904
Ectopleura larynx,40.8205604553,-72.5302810669,89e23fc8-3f61-4480-9de3-358fe6eefe0b,1978
Ectopleura larynx,41.5430603027,-70.9122161865,89e23fc8-3f61-4480-9de3-358fe6eefe0b,1871
