SpeciesID,Date,RegionID,RegionName,Source(s),Site Location,Latitude,Longitude
159337,MIT Sea Grant 2003; 2010,n180,Sandwich/MA/Cape Cod Bay, Massachusetts Office of Coastal Zone Management 2013,sandwich ma,41.715233,-70.4761031
-100,Trott 2004,n010,Eastport/ME/Cobscook Bay, as B. diegensis; Dijkstra et al. 2007,eastport me,44.9131425,-67.0104956
-100,8-7-2005,n010,"2009, McNaught and Norden 2011; Estes Head Heritage Salmon Farm Open Sea, Eastport/ME/Passamaquoddy Bay", MIT Sea Grant 2009,"2009, mcnaught and norden 2011; estes head heritage salmon farm open sea, eastport me",33.6953344,-117.7944064
-100,2009,n040,Blue Hill/ME/Blue Hill Bay, McNaught and Norden 2009,blue hill me,44.401409,-68.5795395
-100,2009,n040,Opechee Island/ME/Blue Hill Bay, McNaught and Norden 2009,opechee island me,44.2075803,-68.4802984
-100,1998,n050,Castine/ME/Penobscot Bay, Whitlatch and Osman 2000,castine me,44.408349,-68.8081586
-100,1998,n050,Belfast/ME/Penobscot Bay, Whitlach and Osman 2000,belfast me,44.4297155,-69.0369056
-100,2007,n050,"Journey's End Marina, Rockland/ME/Penobscot Bay", MIT Sea Grant 2008,"journey's end marina, rockland me",44.1049596,-69.1027754
-100,2007,n050,"Wayfarer Marina, Camden/ME/Penobscot Bay", MIT Sea Grant 2008,"wayfarer marina, camden me",33.6953344,-117.7944064
-100,2003,n070,Thrumcap Island/ME/Damariscotta River estuary, USGS Woods Hole Science Center 2006,thrumcap island me damariscotta river estuary,43.8203609,-69.5503236
-100,2007,n070,"Darling Maine Center Dock, Walpole/ME/Damariscotta River estuary", MIT Sea Grant 2008,"darling maine center dock, walpole me damariscotta river estuary",43.9357149,-69.5802808
-100,1998,n080,Boothbay Harbor/ME/Boothbay Harbor, Whitlatch and Osman 2000,boothbay harbor me,43.8452255,-69.6463186
-100,2007,n080,"Maine Department of Marine Resources Docks, Boothbay Harbor/ME/Boothbay Harbor", MIT Sea Grant 2008; 2009,"maine department of marine resources docks, boothbay harbor me",43.8438344,-69.6404509
-100,1998,n100,Cape Porpoise/ME/Gulf of Maine, Whitlatch and Osman 2000,cape porpoise me gulf of maine,43.3742108,-70.4393329
-100,1998,n100,Cape Elizabeth/ME/Casco Bay, Whitlatch and Osman 2000,cape elizabeth me,43.5663269,-70.194134
-100,2010,n100,"Cape Elizabeth/ME/Dyers Cove, Casco Bay", Massachusetts Office of Coastal Zone Management 2013,cape elizabeth me,43.5663269,-70.194134
-100,2003,n100,"Portland Yacht Services, Portland/ME/Portland Habor", MIT Sea Grant 2003,"portland yacht services, portland me portland habor",43.6444049,-70.2639803
-100,2009,n100,Orrs Island/Casco Bay, McNaught and Norden 2009,orrs island,43.7725499,-69.9667745
-100,1998,n116,Kennebunkport/ME/Gulf of Maine, Whitlatch and Osman 2000,kennebunkport me gulf of maine,43.3710094,-70.4195215
-100,2004,n120,"Wells/ME/Wells Harbor, Gulf of Maine", Tyrell and Byers 2007,"wells me wells harbor, gulf of maine",43.3214743,-70.5594974
-100,1998,n125,York/ME/York Harbor, Whitlatch and Osman 2000,york me york harbor,43.1340587,-70.6380401
-100,1981,n130,Fox Point/NH/Great Bay, Berman et al. 1989,fox point nh,43.121197,-70.8589456
-100,Unknown Date,n130,Newcastle/NH/Great Bay,Blezard 1998,newcastle nh,43.0602894,-70.719795
-100,2003,n130,"Coast Guard Pier, Newcastle/NH/Great Bay", MIT Sea Grant 2003,"coast guard pier, newcastle nh",36.6094063,-121.893152
-100,2006,n130,"Wentworth Marina, Portsmouth/HN/Great Bay", Harris and Dijkstra 2008,"wentworth marina, portsmouth hn",43.0531097,-70.744434
-100,2003,n130,"Coastal Marine Lab, Portsmouth/NH/Great Bay", MIT Sea Grant 2003; 2006,"coastal marine lab, portsmouth nh",22.3377756,114.2674339
-100,2006,n130,"Great Bay Marina, Newington/NH/Great Bay", Harris and Dijkstra 2008,"great bay marina, newington nh",43.1154228,-70.8359388
-100,Unknown Date,n130,"Jackson Estuarine Lab, Adams Point/NH/Great Bay",Harris and Dijkstra 2008,"jackson estuarine lab, adams point nh",43.0922788,-70.8651375
-100,2010,n130,Odiorne Point/NH/Gulf of Maine, Massachusetts Office of Coastal Zone Management 2013,odiorne point nh gulf of maine,43.0440129,-70.7162369
-100,1998,n135,Rye/NH/Rye Harbor, Whitlatch and Osman 2000),rye nh rye harbor,43.0014783,-70.748385
-100,2003,n140,Hampton State Pier/NH/Gulf of Maine, 2007,hampton state pier nh gulf of maine,33.6953344,-117.7944064
-100,2010,n140,Hampton River Marina/NH/Hampton River, Massachusetts Office of Coastal Zone Management 2013,hampton river marina nh hampton river,42.9005256,-70.8175997
-100,1998,n165,Gloucester-Rockport Harbors/MA/Gulf of Maine, Whitlatch and Osman 2000,gloucester-rockport harbors ma gulf of maine,33.6953344,-117.7944064
-100,2000,n170,"Bay Pointe Marina, Quincy/MA/Massachusetts Bay", MIT Sea Grant 2003,"bay pointe marina, quincy ma",42.2503672,-70.9754338
-100,2000,n170,"Black Falcon Terminal, Boston/MA/Boston Harbor", MIT Sea Grant 2003,"black falcon terminal, boston ma boston harbor",42.3435791,-71.0335127
-100,2000,n170,"Deer Island, Boston/MA/Boston Harbor", MIT Sea Grant 2003,"deer island, boston ma boston harbor",42.3467714,-70.955258
-100,2000,n170,"Rowes Wharf, Boston/MA/Boston Harbor", MIT Sea Grant 2003; 2010,"rowes wharf, boston ma boston harbor",42.3562236,-71.0502554
-100,2000,n170,Constitution Marina/Boston/MA/Boston Harbor, MIT Sea Grant 2003,constitution marina boston ma boston harbor,42.3706088,-71.0598245
-100,2000,n170,"Hawthorne Cove Marina, Salem/MA/Salem Harbor", 2003,"hawthorne cove marina, salem ma salem harbor",42.5225143,-70.8827165
-100,2010,n170,"Winter Island, Salem/MA/Massachusetts Bay", Massachusetts Office of Coastal Zone Management 2013,"winter island, salem ma",42.5292616,-70.8689371
-100,2000,n170,"Tucks Point Marina, Beverly/MA/Manchester Harbor", MIT Sea Grant 2003,"tucks point marina, beverly ma manchester harbor",42.5407877,-70.8813506
-100,2012,n170,Beverly Port Marina/MA/Beverly Harbor, Wagstaff 2012,beverly port marina ma beverly harbor,42.5413571,-70.8837003
-100,2000,n170,"Cape Ann Marina, Gloucester/MA/Little River", MIT Sea Grant 2003,"cape ann marina, gloucester ma little river",42.6127277,-70.6798616
-100,2000,n170,Gloucester State Pier/MA/Gloucester Harbor, MIT Sea Grant 2003; 2010,gloucester state pier ma gloucester harbor,42.5959283,-70.668933
-100,1998,n180,"Barnstable/MA/Harbor, Cape Cod Bay", Whitlatch and Osman 2000; 2000,barnstable ma,41.663212,-70.3636099
-100,2000,n180,Sandwich Marina/MA/Cape Cod Bay, MIT Sea Grant 2003; 2010,sandwich marina ma,41.7698087,-70.5045894
-100,1998,n180,"Manomet Point, Plymouth/MA/Plymouth Harbor, Cape Cod Bay", Whitlatch and Osman 2000,"manomet point, plymouth ma",41.9221361,-70.5488441
-100,2000,n180,"Plymouth Town Wharf/MA/Plymouth Harbor, Cape Cod Bay", MIT Sea Grant 2003,plymouth town wharf ma,41.9616011,-70.6671906
-100,2010,n180,"Brewers Plymouth Marine/Plymouth Harbor, Cape Cod Bay", Massachusetts Office of Coastal Zone Management 2013,brewers plymouth marine,41.955872,-70.6612173
-100,2000,n180,"Duxbury Town Pier/MA/Duxbury Bay, Cape Cod Bay", MIT Sea Grant 2003,duxbury town pier ma,33.6953344,-117.7944064
-100,Unknown Date,n180,"Green Harbor Marina, Marshfield/MA/Cape Cod Bay",Wells et al. 2014,"green harbor marina, marshfield ma",42.0846105,-70.6509101
159373,Unknown Date,n010,ME/Cobscook Bay,Trott 2004,me cobscook bay,44.9053376,-67.0657726
159373,8-7-2005,n010,Eastport Public Pier & Breakwater/ME/Passamaquoddy Bay, MIT Sea Grant 2009; 2009,eastport public pier & breakwater me,-33.9018601,18.4237695
159373,8-7-2005,n010,"Estes Head Heritage Salmon Farm Open Sea, Eastport/ME/Passamaquoddy Bay", MIT Sea Grant 2009,"estes head heritage salmon farm open sea, eastport me",33.6953344,-117.7944064
159373,2009,n040,Blue Hill/ME/Blue Hill Bay, McNaught and Norden 2009,blue hill me,44.401409,-68.5795395
159373,2009,n040,Opechee Island/ME/Blue Hill Bay, McNaught and Norden 2009,opechee island me,44.2075803,-68.4802984
159373,Unknown Date,n050,ME/Penobscot Bay,Dijkstra et al. 2007,me penobscot bay,44.1873014,-68.921144
159373,2007,n050,"Journey's End Marina, Rockland/ME/Penobscot Bay", MIT Sea Grant 2008,"journey's end marina, rockland me",44.1049596,-69.1027754
159373,2007,n050,"Wayfarer Marina, Camden/ME/Penobscot Bay", MIT Sea Grant 2008,"wayfarer marina, camden me",33.6953344,-117.7944064
159373,Unknown Date,n050,"ME/Bagaduce River, Penobscot Bay",Yund et al. 2015,"me bagaduce river, penobscot bay",44.3770207,-68.8158636
159373,2009,n060,Medomak/ME/Muscongus Bay, McNaught and Norden 2009; Yund et al. 2015,medomak me,44.265081,-69.3290564
159373,2007,n070,"Maine Department of Marine Resources Docks, Boothbay Harbor/ME/Boothbay Harbor", MIT Sea Grant 2008,"maine department of marine resources docks, boothbay harbor me",43.8438344,-69.6404509
159373,Unknown Date,n070,"Darling Marine Center Dock, Walpole/ME/Sheepscot River estuary",MIT Sea Grant 2008,"darling marine center dock, walpole me sheepscot river estuary",43.9357149,-69.5802808
159373,Unknown Date,n070,Lincoln County/ME/Damariscotta River,Yund and Feldgarden 1992; Dijkstra et al. 2007; Yund et al. 2015,lincoln county me damariscotta river,43.9507496,-69.5490693
159373,2010,n100,"Cape Elizabeth/ME/Dyers Cove, Casco Bay", Massachusetts Office of Coastal Zone Management 2013,cape elizabeth me,43.5663269,-70.194134
159373,2003,n100,"Portland Yacht Services Marina, Portland/ME/Portland Harbor", MIT Sea Grant 2003; 2009,"portland yacht services marina, portland me portland harbor",43.6575817,-70.2406036
159373,2003,n100,"Port Harbor Marina, South Portland/ME/Portland Harbor", MIT Sea Grant 2003,"port harbor marina, south portland me portland harbor",43.6575817,-70.2406036
159373,2010,n100,"Spring Point Marina, South Portland/ME/Portland Harbor", Massachusetts Office of Coastal Zone Management 2013,"spring point marina, south portland me portland harbor",43.6489445,-70.2316682
159373,Unknown Date,n110,ME/Saco Bay,Yund et al. 2015,me saco bay,43.5009993,-70.3471158
159373,2004,n120,"Wells/ME/Wells Harbor, Gulf of Maine", Tyrell and Byers 2007,"wells me wells harbor, gulf of maine",43.3214743,-70.5594974
159373,1993,n130,"UNH Coastal Marine Lab Pier, Portsmouth/NH/Portsmouth Harbor", Blezard 1999; 2003,"unh coastal marine lab pier, portsmouth nh portsmouth harbor",33.6953344,-117.7944064
159373,1993,n130,"Great Bay Marina, Newington/NH/Great Bay", Blezard 1999; 1994,"great bay marina, newington nh",43.1154228,-70.8359388
159373,2006,n130,"Wentworth Marina, Portsmouth/HN/Great Bay", Harris and Dijkstra 2008,"wentworth marina, portsmouth hn",43.0531097,-70.744434
159373,2006,n130,"Coastal Marine Lab, Portsmouth/NH/Great Bay", Harris and Dijkstra 2008; 2010,"coastal marine lab, portsmouth nh",22.3377756,114.2674339
159373,2006,n130,"Great Bay Marina, Newington/NH/Great Bay", Harris Harris and Dijkstra 2008,"great bay marina, newington nh",43.1154228,-70.8359388
159373,Unknown Date,n130,"Jackson Estuarine Lab, Adams Point/NH/Great Bay",Harris and Dijkstra 2008,"jackson estuarine lab, adams point nh",43.0922788,-70.8651375
159373,2010,n130,Odiorne Point/NH/Gulf of Maine, Massachusetts Office of Coastal Zone Management 2013,odiorne point nh gulf of maine,43.0440129,-70.7162369
159373,2003,n140,Hampton State Pier/NH/Gulf of Maine, MIT Sea Grant 2003; )2007,hampton state pier nh gulf of maine,33.6951047,-117.7959709
159373,2010,n140,Hampton River Marina/NH/Hampton River, Massachusetts Office of Coastal Zone Management 2013,hampton river marina nh hampton river,42.9005256,-70.8175997
159373,2009,n165,Gloucester/MA/Lobster Cove, MIT Sea Grant 2009,gloucester ma lobster cove,42.6556015,-70.6753806
159373,1907,n170,Cohasset/MA/Massachusetts Bay, USNM 6902,cohasset ma,42.287942,-70.7645349
159373,2000,n170,"Bay Pointe Maina, Quincy/MA/Boston Harbor", MIT Sea Grant 2003,"bay pointe maina, quincy ma boston harbor",42.2503672,-70.9754338
159373,Unknown Date,n170,Nahant/MA/Boston Harbor,Yund et al. 2015,nahant ma boston harbor,42.3376381,-70.9755304
159373,Unknown Date,n170,Boston/MA/Boston Harbor,Couthouy 1838,boston ma boston harbor,42.3376381,-70.9755304
159373,2000,n170,"Black Falcon Terminal, Boston/MA/Boston Harbor", MIT Sea Grant 2003,"black falcon terminal, boston ma boston harbor",42.3435791,-71.0335127
159373,2000,n170,"MWRA Deer Island Sewage Plant, Deer Island, Boston/MA/Boston Harbor", MIT Sea Grant 2003,"mwra deer island sewage plant, deer island, boston ma boston harbor",42.3376381,-70.9755304
159373,2000,n170,Rowes Wharf Boston/MA/Boston Harbor, MIT Sea Grant 2003; 2010,rowes wharf boston ma boston harbor,42.3562236,-71.0502554
159373,2000,n170,"Hawthorne Cove Marina, Salem/MA/Massachusetts Bay", MIT Sea Grant 2003; 2010,"hawthorne cove marina, salem ma",42.5225143,-70.8827165
159373,2010,n170,"Winter Island, Salem/MA/Massachusetts Bay", Massachusetts Office of Coastal Zone Management 2013; Clade A,"winter island, salem ma",42.5292616,-70.8689371
159373,2000,n170,"Tucks Point Marina, Beverly/MA/Massachusetts Bay", MIT Sea Grant 2003,"tucks point marina, beverly ma",42.5407877,-70.8813506
159373,2000,n170,Gloucester State Pier/MA/Massachusetts Bay, MIT Sea Grant 2003; 2010,gloucester state pier ma,42.613502,-70.6531473
159373,Unknown Date,n180,Sandwich/MA/Cape Cod Bay,MIT Sea Grant 2003,sandwich ma,41.715233,-70.4761031
159373,Unknown Date,n180,"Barnstable/MA/Barnstable Harbor, Cape Cod Bay",MIT Sea Grant 2003,barnstable ma,41.663212,-70.3636099
159373,Unknown Date,n180,"Plymouth Town Wharf/MA/Plymouth Harbor, Cape Cod Bay",MIT Sea Grant 2003,plymouth town wharf ma,41.9616011,-70.6671906
159373,2010,n180,"Brewers Plymouth Marine/Plymouth Harbor, Cape Cod Bay", Massachusetts Office of Coastal Zone Management 2013,brewers plymouth marine,41.955872,-70.6612173
159373,Unknown Date,n180,Duxbury Town Pier/MA/Cape Cod Bay,MIT Sea Grant 2003,duxbury town pier ma,33.6951047,-117.7959709
159213,2003,n100,"1st Record: Port Harbor Marine, South Portland/ME/Portland Harbor", MIT Sea Grant 2003,"1st record: port harbor marine, south portland me portland harbor",43.6575817,-70.2406036
159213,2003,n100,Portland Yacht Services/ME/Portland Harbor, MIT Sea Grant 2003,portland yacht services me portland harbor,43.6444049,-70.2639803
159213,2006,n130,"1st Record: Wentworth Marina, Portsmouth/NH/Great Bay-Portsmouth Harbor", Harris and Dijkstra 2007,"1st record: wentworth marina, portsmouth nh",43.0583623,-70.7254388
159213,2007,n140,Hampton River Marina/State Pier/NH/Hampton Harbor, MIT Sea Grant 2010,hampton river marina state pier nh hampton harbor,42.9005256,-70.8175997
